gender,age_group,occasion,skin_tone,style,item,brand,color,price,image_url,product_url
female,adult,formal,dark,elegant,Miss Selfridge Petite oversized blazer in oli...,Miss Selfridge Petite,olive,69.99,https://images.asos-media.com/products/miss-selfridge-petite-oversized-blazer-in-olive/208785666-1-olive,https://www.asos.com/miss-selfridge-petite/miss-selfridge-petite-oversized-blazer-in-olive/grp/210029827#colourWayId-208785670&productId-208785666
female,adult,formal,olive,elegant,Wanderdoll Farron wool structured cinch waist...,Wanderdoll,red,359.0,https://images.asos-media.com/products/wanderdoll-farron-wool-structured-cinch-waist-longline-blazer-skirt-and-pants-set-in-taupe/209426666-2,https://www.asos.com/wanderdoll/wanderdoll-farron-wool-structured-cinch-waist-longline-blazer-skirt-and-pants-set-in-taupe/grp/209902358#colourWayId-209426670
female,senior,formal,medium,elegant,Wanderdoll Hansa wool structured cinched wais...,Wanderdoll,red,408.0,https://images.asos-media.com/products/wanderdoll-hansa-wool-structured-cinched-waist-zip-through-blazer-mini-skirt-and-pants-set-in-charcoal/209426686-2,https://www.asos.com/wanderdoll/wanderdoll-hansa-wool-structured-cinched-waist-zip-through-blazer-mini-skirt-and-pants-set-in-charcoal/grp/209913379
female,adult,streetwear,olive,hypebeast,Kaiia contrast stripe oversized zip up sweats...,Kaiia,navy,110.0,https://images.asos-media.com/products/kaiia-contrast-stripe-oversized-zip-up-sweatshirt-and-wide-leg-sweatpants-set-in-navy-and-burgundy/209352032-2,https://www.asos.com/kaiia/kaiia-contrast-stripe-oversized-zip-up-sweatshirt-and-wide-leg-sweatpants-set-in-navy-and-burgundy/grp/209693299#colourWayId-209352043
female,young_adult,formal,fair,elegant,Vero Moda oversized tweed look tailored blaze...,Vero Moda,red,128.0,https://images.asos-media.com/products/vero-moda-oversized-tweed-look-tailored-blazer-and-wide-leg-pants-set-in-chocolate/209373961-2,https://www.asos.com/vero-moda/vero-moda-oversized-tweed-look-tailored-blazer-and-wide-leg-pants-set-in-chocolate/grp/210204655
female,senior,formal,brown,elegant,Miss Selfridge oversized blazer in olive,Miss Selfridge,olive,69.99,https://images.asos-media.com/products/miss-selfridge-oversized-blazer-in-olive/208714178-1-olive,https://www.asos.com/miss-selfridge/miss-selfridge-oversized-blazer-in-olive/prd/208714178#colourWayId-208714187
female,senior,streetwear,fair,hypebeast,ASOS DESIGN oversized sweatpants and quarter ...,ASOS DESIGN,mixed,114.98,https://images.asos-media.com/products/asos-design-oversized-sweatpants-and-quarter-zip-sweatshirt-set-in-heather-gray/209523984-2,https://www.asos.com/asos-design/asos-design-oversized-sweatpants-and-quarter-zip-sweatshirt-set-in-heather-gray/grp/210695178
female,senior,casual,fair,classic,Oh Polly jersey cami top and maxi skirt set i...,Oh Polly,brown,130.0,https://images.asos-media.com/products/oh-polly-jersey-cami-top-and-maxi-skirt-set-in-chocolate-brown/210118384-3,https://www.asos.com/oh-polly/oh-polly-jersey-cami-top-and-maxi-skirt-set-in-chocolate-brown/grp/210189610
female,senior,formal,olive,elegant,Vero Moda Tall oversized tweed look tailored ...,Vero Moda Tall,red,128.0,https://images.asos-media.com/products/vero-moda-tall-oversized-tweed-look-tailored-blazer-and-wide-leg-pants-set-in-chocolate/209391512-2,https://www.asos.com/vero-moda-tall/vero-moda-tall-oversized-tweed-look-tailored-blazer-and-wide-leg-pants-set-in-chocolate/grp/210124802#colourWayId-209391514
female,adult,streetwear,olive,hypebeast,Daisy Street dropped waist pintuck maxi skirt...,Daisy Street,brown,56.0,https://images.asos-media.com/products/daisy-street-dropped-waist-pintuck-maxi-skirt-in-brown-plaid-part-of-a-set/209396484-1-browncheck,https://www.asos.com/daisy-street/daisy-street-dropped-waist-pintuck-maxi-skirt-in-brown-plaid-part-of-a-set/grp/210087255#colourWayId-209396487&productId-209396484
female,teen,streetwear,fair,hypebeast,JJXX oversized sweater in dark gray,JJXX,mixed,44.95,https://images.asos-media.com/products/jjxx-oversized-sweater-in-dark-gray/208847060-1-darkgreymelange,https://www.asos.com/jjxx/jjxx-oversized-sweater-in-dark-gray/prd/208847060#colourWayId-208847069
female,teen,streetwear,dark,hypebeast,Pieces oversized sweatshirt and sweatpants se...,Pieces,black,108.0,https://images.asos-media.com/products/pieces-oversized-sweatshirt-and-sweatpants-set-in-washed-black/209197922-2,https://www.asos.com/pieces/pieces-oversized-sweatshirt-and-sweatpants-set-in-washed-black/grp/210275085#colourWayId-209197326
female,young_adult,party,brown,classic,Wednesday's Girl oversized collared mini dres...,Wednesday's Girl,red,56.0,https://images.asos-media.com/products/wednesdays-girl-oversized-collared-mini-dress-in-gray-plaid/209462260-1-grey,https://www.asos.com/wednesdays-girl/wednesdays-girl-oversized-collared-mini-dress-in-gray-plaid/prd/209462260#colourWayId-209462266
female,young_adult,streetwear,dark,hypebeast,JJXX oversized sweater in cream,JJXX,mixed,44.95,https://images.asos-media.com/products/jjxx-oversized-sweater-in-cream/208847213-1-fog,https://www.asos.com/jjxx/jjxx-oversized-sweater-in-cream/prd/208847213#colourWayId-208847216
female,adult,casual,medium,classic,4th & Reckless Plus faux suede bomber jacket ...,4th & Reckless Plus,mixed,202.0,https://images.asos-media.com/products/4th-reckless-plus-faux-suede-bomber-jacket-and-maxi-skirt-set-in-burgundy/209000827-1-burgundy,https://www.asos.com/4th-reckless-plus/4th-reckless-plus-faux-suede-bomber-jacket-and-maxi-skirt-set-in-burgundy/grp/209857207
female,teen,casual,dark,classic,JDY sleeveless roll neck top & maxi skirt set...,JDY,mixed,80.0,https://images.asos-media.com/products/jdy-sleeveless-roll-neck-top-maxi-skirt-set-in-dark-gray/209449056-2,https://www.asos.com/jdy/jdy-sleeveless-roll-neck-top-maxi-skirt-set-in-dark-gray/grp/210146942
female,senior,party,fair,classic,Never Fully Dressed fitted cardigan and satin...,Never Fully Dressed,mixed,316.0,https://images.asos-media.com/products/never-fully-dressed-fitted-cardigan-and-satin-maxi-skirt-set-in-bright-abstract-print/209698114-2,https://www.asos.com/never-fully-dressed/never-fully-dressed-fitted-cardigan-and-satin-maxi-skirt-set-in-bright-abstract-print/grp/210205220
female,young_adult,party,medium,classic,ASOS DESIGN oversized tapered dress pants wit...,ASOS DESIGN,black,49.49,https://images.asos-media.com/products/asos-design-oversized-tapered-dress-pants-with-double-pleats-in-black/209182783-1-black,https://www.asos.com/asos-design/asos-design-oversized-tapered-dress-pants-with-double-pleats-in-black/prd/209182783#colourWayId-209182794
female,young_adult,streetwear,fair,hypebeast,ASOS DESIGN oversized baggy chinos in beige w...,ASOS DESIGN,beige,64.99,https://images.asos-media.com/products/asos-design-oversized-baggy-chinos-in-beige-with-pleats/209019995-1-beige,https://www.asos.com/asos-design/asos-design-oversized-baggy-chinos-in-beige-with-pleats/prd/209019995#colourWayId-209020006
female,adult,formal,dark,elegant,Miss Selfridge Petite oversized blazer in cam...,Miss Selfridge Petite,mixed,69.99,https://images.asos-media.com/products/miss-selfridge-petite-oversized-blazer-in-camel/208785698-1-camel,https://www.asos.com/miss-selfridge-petite/miss-selfridge-petite-oversized-blazer-in-camel/prd/208785698#colourWayId-208785706
female,teen,streetwear,brown,hypebeast,ASOS DESIGN oversized knit crew neck sweater ...,ASOS DESIGN,brown,119.98,https://images.asos-media.com/products/asos-design-oversized-knit-crew-neck-sweater-and-sweatpants-set-in-brown/209462901-2,https://www.asos.com/asos-design/asos-design-oversized-knit-crew-neck-sweater-and-sweatpants-set-in-brown/grp/209912517#colourWayId-209462882
female,senior,party,medium,classic,DesignB London oversized sequin scrunchie in ...,DesignB London,black,19.0,https://images.asos-media.com/products/designb-london-oversized-sequin-scrunchie-in-black/209686905-1-black,https://www.asos.com/designb-london/designb-london-oversized-sequin-scrunchie-in-black/prd/209686905#colourWayId-209686908
female,young_adult,formal,fair,elegant,Miss Selfridge Petite oversized blazer in bla...,Miss Selfridge Petite,black,69.99,https://images.asos-media.com/products/miss-selfridge-petite-oversized-blazer-in-black/208785520-1-black,https://www.asos.com/miss-selfridge-petite/miss-selfridge-petite-oversized-blazer-in-black/prd/208785520#colourWayId-208785525
female,adult,streetwear,medium,hypebeast,Miss Selfridge faux leather and faux fur over...,Miss Selfridge,black,107.1,https://images.asos-media.com/products/miss-selfridge-faux-leather-and-faux-fur-oversized-jacket-in-black/208229429-1-black,https://www.asos.com/miss-selfridge/miss-selfridge-faux-leather-and-faux-fur-oversized-jacket-in-black/prd/208229429#colourWayId-208229438
female,senior,party,fair,classic,ASOS DESIGN Curve drop waist velvet maxi dres...,ASOS Curve,olive,94.99,https://images.asos-media.com/products/asos-design-curve-drop-waist-velvet-maxi-dress-with-sheer-godet-skirt-in-olive/209083226-1-olive,https://www.asos.com/asos-curve/asos-design-curve-drop-waist-velvet-maxi-dress-with-sheer-godet-skirt-in-olive/prd/209083226#colourWayId-209083228
female,senior,casual,brown,classic,Wanderdoll exclusive Mabel turtle neck wide f...,Wanderdoll,green,163.8,https://images.asos-media.com/products/wanderdoll-exclusive-mabel-turtle-neck-wide-foldover-sleeves-cropped-sweater-and-maxi-skirt-set-in-forest-green/209170364-2,https://www.asos.com/wanderdoll/wanderdoll-exclusive-mabel-turtle-neck-wide-foldover-sleeves-cropped-sweater-and-maxi-skirt-set-in-forest-green/grp/209930079#colourWayId-209170353
female,adult,streetwear,brown,hypebeast,Glamorous oversized baggy fit knit sweater in...,Glamorous,black,59.4,https://images.asos-media.com/products/glamorous-oversized-baggy-fit-knit-sweater-in-red-and-black-stripes/209120805-1-redblackstripe,https://www.asos.com/glamorous/glamorous-oversized-baggy-fit-knit-sweater-in-red-and-black-stripes/prd/209120805#colourWayId-209120806
female,senior,streetwear,brown,hypebeast,Wednesdays Girl faux leather oversized jacket...,Wednesday's Girl,black,104.0,https://images.asos-media.com/products/wednesdays-girl-faux-leather-oversized-jacket-in-black/209766486-1-black,https://www.asos.com/wednesdays-girl/wednesdays-girl-faux-leather-oversized-jacket-in-black/prd/209766486#colourWayId-209766488
female,young_adult,streetwear,olive,hypebeast,ASOS DESIGN oversized baggy pants in black wi...,ASOS DESIGN,black,64.99,https://images.asos-media.com/products/asos-design-oversized-baggy-pants-in-black-with-pleats/208917692-1-black,https://www.asos.com/asos-design/asos-design-oversized-baggy-pants-in-black-with-pleats/prd/208917692#colourWayId-208917699
female,teen,streetwear,olive,hypebeast,Daisy Street oversized malibu sweatshirt in l...,Daisy Street,mixed,42.0,https://images.asos-media.com/products/daisy-street-oversized-malibu-sweatshirt-in-light-heather-gray/208490092-1-lightgreymarle,https://www.asos.com/daisy-street/daisy-street-oversized-malibu-sweatshirt-in-light-heather-gray/prd/208490092#colourWayId-208490093
female,adult,streetwear,medium,hypebeast,Miss Selfridge borg printed oversized sweatsh...,Miss Selfridge,mixed,49.99,https://images.asos-media.com/products/miss-selfridge-borg-printed-oversized-sweatshirt/209011202-1-chocolate,https://www.asos.com/miss-selfridge/miss-selfridge-borg-printed-oversized-sweatshirt/prd/209011202#colourWayId-209011209
female,young_adult,streetwear,medium,hypebeast,Vero Moda Tall oversized sweatshirt and cuffe...,Vero Moda Tall,mixed,71.2,https://images.asos-media.com/products/vero-moda-tall-oversized-sweatshirt-and-cuffed-sweatpants-set-in-light-gray/209388365-3,https://www.asos.com/vero-moda-tall/vero-moda-tall-oversized-sweatshirt-and-cuffed-sweatpants-set-in-light-gray/grp/209902360
female,teen,casual,olive,classic,Vero Moda glitter sleeveless slash neck top a...,Vero Moda,black,62.15,https://images.asos-media.com/products/vero-moda-glitter-sleeveless-slash-neck-top-and-wide-leg-pants-set-in-black-and-silver/209388761-3,https://www.asos.com/vero-moda/vero-moda-glitter-sleeveless-slash-neck-top-and-wide-leg-pants-set-in-black-and-silver/grp/209803457#colourWayId-209388483
female,teen,streetwear,brown,hypebeast,Miss Selfridge padded faux leather oversized ...,Miss Selfridge,black,107.1,https://images.asos-media.com/products/miss-selfridge-padded-faux-leather-oversized-biker-jacket-in-black/208827063-1-black,https://www.asos.com/miss-selfridge/miss-selfridge-padded-faux-leather-oversized-biker-jacket-in-black/prd/208827063#colourWayId-208827064
female,teen,formal,brown,elegant,ONLY tailored oversized blazer & pants set in...,ONLY,black,150.0,https://images.asos-media.com/products/only-tailored-oversized-blazer-pants-set-in-black-pinstripe/208814661-2,https://www.asos.com/only/only-tailored-oversized-blazer-pants-set-in-black-pinstripe/grp/209865647#colourWayId-208814673
female,senior,streetwear,dark,hypebeast,Vero Moda Petite oversized sweatshirt and swe...,Vero Moda Petite,mixed,76.0,https://images.asos-media.com/products/vero-moda-petite-oversized-sweatshirt-and-sweatshirt-set-in-light-gray/209388653-2,https://www.asos.com/vero-moda-petite/vero-moda-petite-oversized-sweatshirt-and-sweatshirt-set-in-light-gray/grp/209813411#colourWayId-209388577
female,teen,streetwear,fair,hypebeast,Glamorous oversized tailored coat in black ,Glamorous,black,133.2,https://images.asos-media.com/products/glamorous-oversized-tailored-coat-in-black/208971116-1-black,https://www.asos.com/glamorous/glamorous-oversized-tailored-coat-in-black/prd/208971116#colourWayId-208971118
female,teen,streetwear,brown,hypebeast,Daisy Street oversized sweater in brown and b...,Daisy Street,black,63.0,https://images.asos-media.com/products/daisy-street-oversized-sweater-in-brown-and-black-diamond-print/209303715-1-brownblackdiamond,https://www.asos.com/daisy-street/daisy-street-oversized-sweater-in-brown-and-black-diamond-print/prd/209303715#colourWayId-209303723
female,young_adult,sport,dark,classic,Daisy Street zip up oversized cardigan with s...,Daisy Street,mixed,73.0,https://images.asos-media.com/products/daisy-street-zip-up-oversized-cardigan-with-sporty-graphic-in-cream-multi/209303853-1-creammulti,https://www.asos.com/daisy-street/daisy-street-zip-up-oversized-cardigan-with-sporty-graphic-in-cream-multi/prd/209303853#colourWayId-209303855
female,young_adult,formal,brown,elegant,VRG GRL oversized shoulder blazer in black ch...,Vrg Grl,black,258.4,https://images.asos-media.com/products/vrg-grl-oversized-shoulder-blazer-in-black-check/209037638-1-black,https://www.asos.com/vrg-grl/vrg-grl-oversized-shoulder-blazer-in-black-check/prd/209037638#colourWayId-209037641
female,teen,casual,dark,classic,ARRANGE Curve pleat waist short sleeve top an...,ARRANGE,black,223.99,https://images.asos-media.com/products/arrange-curve-pleat-waist-short-sleeve-top-and-tailored-wide-leg-pants-in-black/209025387-3,https://www.asos.com/arrange/arrange-curve-pleat-waist-short-sleeve-top-and-tailored-wide-leg-pants-in-black/grp/209509328
female,young_adult,casual,medium,classic,Miss Selfridge femme denim trucker jacket in ...,Miss Selfridge,navy,81.48,https://images.asos-media.com/products/miss-selfridge-femme-denim-trucker-jacket-in-navy-wash-part-of-a-set/208672478-2,https://www.asos.com/miss-selfridge/miss-selfridge-femme-denim-trucker-jacket-in-navy-wash-part-of-a-set/grp/209668515
female,adult,streetwear,brown,hypebeast,Kaiia back logo detail oversized hoodie and w...,Kaiia,black,107.0,https://images.asos-media.com/products/kaiia-back-logo-detail-oversized-hoodie-and-wide-leg-sweatpants-set-in-black-and-pink/208764058-2,https://www.asos.com/kaiia/kaiia-back-logo-detail-oversized-hoodie-and-wide-leg-sweatpants-set-in-black-and-pink/grp/209096584
female,adult,formal,olive,elegant,Collusion tailored oversized belt detail blaz...,Collusion,red,154.98,https://images.asos-media.com/products/collusion-tailored-oversized-belt-detail-blazer-in-chocolate-set/208633840-2,https://www.asos.com/collusion/collusion-tailored-oversized-belt-detail-blazer-in-chocolate-set/grp/210405929#colourWayId-208553533
female,teen,streetwear,medium,hypebeast,Miss Selfridge oversized sweatshirt in chocol...,Miss Selfridge,mixed,39.99,https://images.asos-media.com/products/miss-selfridge-oversized-sweatshirt-in-chocolate/208840667-1-chocolate,https://www.asos.com/miss-selfridge/miss-selfridge-oversized-sweatshirt-in-chocolate/grp/209682558#colourWayId-208840678&productId-208840667
female,teen,party,dark,classic,ASOS DESIGN oversized tapered dress pants in ...,ASOS DESIGN,red,53.99,https://images.asos-media.com/products/asos-design-oversized-tapered-dress-pants-in-gray-flannel-pinstripes/209001634-1-grey,https://www.asos.com/asos-design/asos-design-oversized-tapered-dress-pants-in-gray-flannel-pinstripes/prd/209001634#colourWayId-209001641
female,teen,casual,fair,classic,Topshop full circle cut about maxi skirt in b...,Topshop,black,62.99,https://images.asos-media.com/products/topshop-full-circle-cut-about-maxi-skirt-in-blue-and-black-stripe/208900080-1-blueandblack,https://www.asos.com/topshop/topshop-full-circle-cut-about-maxi-skirt-in-blue-and-black-stripe/prd/208900080#colourWayId-208900085
female,teen,formal,brown,elegant,ASOS DESIGN oversized suit in brown,ASOS DESIGN,brown,167.19,https://images.asos-media.com/products/asos-design-oversized-suit-in-brown/208705000-2,https://www.asos.com/asos-design/asos-design-oversized-suit-in-brown/grp/209539539
female,adult,streetwear,brown,hypebeast,Kaiia cuffed sweatpants & oversized cherry ba...,Kaiia,pink,116.0,https://images.asos-media.com/products/kaiia-cuffed-sweatpants-oversized-cherry-back-print-zip-up-hoodie-set-in-burgundy-and-pink/208747646-3,https://www.asos.com/kaiia/kaiia-cuffed-sweatpants-oversized-cherry-back-print-zip-up-hoodie-set-in-burgundy-and-pink/grp/209328193#colourWayId-208747647
female,teen,formal,olive,elegant,Miss Selfridge oversized pinstripe blazer in ...,Miss Selfridge,brown,119.98,https://images.asos-media.com/products/miss-selfridge-oversized-pinstripe-blazer-in-brown-part-of-a-set/208101560-2,https://www.asos.com/miss-selfridge/miss-selfridge-oversized-pinstripe-blazer-in-brown-part-of-a-set/grp/209511801#colourWayId-208101562
female,young_adult,formal,medium,elegant,Wanderdoll Britney asymmetric lace maxi skirt...,Wanderdoll,white,103.35,https://images.asos-media.com/products/wanderdoll-britney-asymmetric-lace-maxi-skirt-and-high-neck-lace-bodysuit-set-in-white/208774822-2,https://www.asos.com/wanderdoll/wanderdoll-britney-asymmetric-lace-maxi-skirt-and-high-neck-lace-bodysuit-set-in-white/grp/209351893#colourWayId-208774828
female,senior,streetwear,fair,hypebeast,Vero Moda oversized rollneck sweater in cream...,Vero Moda,mixed,48.5,https://images.asos-media.com/products/vero-moda-oversized-rollneck-sweater-in-cream-melange-part-of-a-set/207339521-1-birchmelange,https://www.asos.com/vero-moda/vero-moda-oversized-rollneck-sweater-in-cream-melange-part-of-a-set/prd/207339521#colourWayId-207339523
female,adult,streetwear,brown,hypebeast,Pieces oversized sweatshirt and wide leg swea...,Pieces,brown,84.0,https://images.asos-media.com/products/pieces-oversized-sweatshirt-and-wide-leg-sweatpants-set-in-chocolate-brown/209006492-2,https://www.asos.com/pieces/pieces-oversized-sweatshirt-and-wide-leg-sweatpants-set-in-chocolate-brown/grp/209429282#colourWayId-209006376
female,teen,streetwear,dark,hypebeast,Miss Selfridge Hamptons oversized tee,Miss Selfridge,mixed,26.24,https://images.asos-media.com/products/miss-selfridge-hamptons-oversized-tee/208360223-1-navy,https://www.asos.com/miss-selfridge/miss-selfridge-hamptons-oversized-tee/prd/208360223#colourWayId-208360225
female,senior,streetwear,medium,hypebeast,Daisy Street slinky jersey ruched asymmetric ...,Daisy Street,mixed,41.4,https://images.asos-media.com/products/daisy-street-slinky-jersey-ruched-asymmetric-mini-skirt-in-gray/208823852-1-greyblue,https://www.asos.com/daisy-street/daisy-street-slinky-jersey-ruched-asymmetric-mini-skirt-in-gray/prd/208823852#colourWayId-208823856
female,teen,formal,fair,elegant,Selected slim fit blazer in beige pinstripe ,Selected,beige,243.0,https://images.asos-media.com/products/selected-slim-fit-blazer-in-beige-pinstripe/209361881-1-sand,https://www.asos.com/selected/selected-slim-fit-blazer-in-beige-pinstripe/prd/209361881#colourWayId-209361884
female,young_adult,formal,fair,elegant,ASOS DESIGN double breasted cinch blazer,ASOS DESIGN,mixed,119.0,https://images.asos-media.com/products/asos-design-double-breasted-cinch-blazer/210479698-1-black,https://www.asos.com/asos-design/asos-design-double-breasted-cinch-blazer/prd/210479698#colourWayId-210479708
female,young_adult,formal,dark,elegant,ASOS DESIGN slim suit blazer in black linen-r...,ASOS DESIGN,black,149.0,https://images.asos-media.com/products/asos-design-slim-suit-blazer-in-black-linen-rich-twill/209879580-1-black,https://www.asos.com/asos-design/asos-design-slim-suit-blazer-in-black-linen-rich-twill/grp/210736780#colourWayId-209879581&productId-209879580
female,teen,formal,medium,elegant,Vero Moda loose fit belted blazer in dark hea...,Vero Moda,mixed,94.0,https://images.asos-media.com/products/vero-moda-loose-fit-belted-blazer-in-dark-heather-gray-part-of-a-set/209989642-1-darkgreymelange,https://www.asos.com/vero-moda/vero-moda-loose-fit-belted-blazer-in-dark-heather-gray-part-of-a-set/grp/210719751#colourWayId-209989653&productId-209989642
female,young_adult,formal,medium,elegant,ASOS DESIGN double breasted regular suit blaz...,ASOS DESIGN,mixed,149.0,https://images.asos-media.com/products/asos-design-double-breasted-regular-suit-blazer-in-cream/210093206-1-cream,https://www.asos.com/asos-design/asos-design-double-breasted-regular-suit-blazer-in-cream/grp/210717329#colourWayId-210093208&productId-210093206
female,young_adult,formal,olive,elegant,YAS oversized tortoise button tailored blazer...,YAS,red,165.0,https://images.asos-media.com/products/yas-oversized-tortoise-button-tailored-blazer-in-light-gray-melange/209941315-1-lightgreymelange,https://www.asos.com/yas/yas-oversized-tortoise-button-tailored-blazer-in-light-gray-melange/prd/209941315#colourWayId-209941316
female,adult,formal,dark,elegant,Pieces oversized double breasted blazer in bl...,Pieces,black,99.0,https://images.asos-media.com/products/pieces-oversized-double-breasted-blazer-in-black/210201416-1-black,https://www.asos.com/pieces/pieces-oversized-double-breasted-blazer-in-black/prd/210201416#colourWayId-210201441
female,adult,formal,olive,elegant,Gina Tricot high neck shaped blazer in black,GINA TRICOT,black,122.0,https://images.asos-media.com/products/gina-tricot-high-neck-shaped-blazer-in-black/210261584-1-black,https://www.asos.com/gina-tricot/gina-tricot-high-neck-shaped-blazer-in-black/prd/210261584#colourWayId-210261589
female,senior,formal,olive,elegant,ASOS DESIGN structured blazer with deep pocke...,ASOS DESIGN,white,229.0,https://images.asos-media.com/products/asos-design-structured-blazer-with-deep-pockets-in-white/209589738-1-white,https://www.asos.com/asos-design/asos-design-structured-blazer-with-deep-pockets-in-white/prd/209589738#colourWayId-209589748
female,senior,formal,medium,elegant,Wanderdoll Farron tailored structured cinched...,Wanderdoll,black,243.0,https://images.asos-media.com/products/wanderdoll-farron-tailored-structured-cinched-waist-longline-blazer-in-black-part-of-a-set/210050041-1-black,https://www.asos.com/wanderdoll/wanderdoll-farron-tailored-structured-cinched-waist-longline-blazer-in-black-part-of-a-set/grp/210481314#colourWayId-210050043&productId-210050041
female,senior,formal,brown,elegant,ASOS DESIGN double breasted shrunken blazer i...,ASOS DESIGN,black,109.0,https://images.asos-media.com/products/asos-design-double-breasted-shrunken-blazer-in-black/210467846-1-black,https://www.asos.com/asos-design/asos-design-double-breasted-shrunken-blazer-in-black/prd/210467846#colourWayId-210467851
female,teen,formal,olive,elegant,Topshop cinched padded shoulder blazer in bla...,Topshop,black,129.0,https://images.asos-media.com/products/topshop-cinched-padded-shoulder-blazer-in-black/209463394-1-black,https://www.asos.com/topshop/topshop-cinched-padded-shoulder-blazer-in-black/prd/209463394#colourWayId-209463397
female,senior,formal,dark,elegant,ASOS DESIGN double breasted blazer in dark ch...,ASOS DESIGN,mixed,109.0,https://images.asos-media.com/products/asos-design-double-breasted-blazer-in-dark-chocolate/210366425-1-brown,https://www.asos.com/asos-design/asos-design-double-breasted-blazer-in-dark-chocolate/prd/210366425#colourWayId-210366431
female,young_adult,formal,brown,elegant, ASOS DESIGN oversized strong shoulders blaze...,ASOS DESIGN,mixed,119.0,https://images.asos-media.com/products/asos-design-oversized-strong-shoulders-blazer-in-taupe-stripes/210120698-1-stripe,https://www.asos.com/asos-design/asos-design-oversized-strong-shoulders-blazer-in-taupe-stripes/grp/210624617#colourWayId-210120707&productId-210120698
female,young_adult,formal,fair,elegant,Vero Moda Tall loose fit tailored blazer in b...,Vero Moda Tall,red,65.0,https://images.asos-media.com/products/vero-moda-tall-loose-fit-tailored-blazer-in-beige-part-of-a-set/209804224-1-silvermink,https://www.asos.com/vero-moda-tall/vero-moda-tall-loose-fit-tailored-blazer-in-beige-part-of-a-set/grp/210591396#colourWayId-209804231&productId-209804224
female,teen,formal,dark,elegant,Vero Moda loose fit tailored blazer in beige ...,Vero Moda,red,65.0,https://images.asos-media.com/products/vero-moda-loose-fit-tailored-blazer-in-beige-part-of-a-set/209804560-1-silvermink,https://www.asos.com/vero-moda/vero-moda-loose-fit-tailored-blazer-in-beige-part-of-a-set/grp/210561634#colourWayId-209804569&productId-209804560
female,young_adult,formal,brown,elegant,Miss Selfridge collarless cinch blazer in bla...,Miss Selfridge,black,84.99,https://images.asos-media.com/products/miss-selfridge-collarless-cinch-blazer-in-black/209422471-1-black,https://www.asos.com/miss-selfridge/miss-selfridge-collarless-cinch-blazer-in-black/prd/209422471#colourWayId-209422482
female,adult,formal,olive,elegant,ASOS DESIGN power shoulders double breasted b...,ASOS DESIGN,pink,99.99,https://images.asos-media.com/products/asos-design-power-shoulders-double-breasted-blazer-in-soft-pink/210120734-1-pink,https://www.asos.com/asos-design/asos-design-power-shoulders-double-breasted-blazer-in-soft-pink/prd/210120734#colourWayId-210120736
female,young_adult,formal,fair,elegant,ASOS LUXE blazer dress with 3D floral detaili...,ASOS LUXE,mixed,219.0,https://images.asos-media.com/products/asos-luxe-blazer-dress-with-3d-floral-detailing-in-gray/209483044-1-grey,https://www.asos.com/asos-luxe/asos-luxe-blazer-dress-with-3d-floral-detailing-in-gray/prd/209483044#colourWayId-209483059
female,adult,formal,dark,elegant,ASOS DESIGN bridal structured blazer mini dre...,ASOS DESIGN,red,259.0,https://images.asos-media.com/products/asos-design-bridal-structured-blazer-mini-dress-in-ivory/209589378-1-ivory,https://www.asos.com/asos-design/asos-design-bridal-structured-blazer-mini-dress-in-ivory/prd/209589378#colourWayId-209589388
female,young_adult,formal,fair,elegant,ASOS DESIGN bridal structured blazer in ivory,ASOS DESIGN,red,229.0,https://images.asos-media.com/products/asos-design-bridal-structured-blazer-in-ivory/209589553-1-ivory,https://www.asos.com/asos-design/asos-design-bridal-structured-blazer-in-ivory/prd/209589553#colourWayId-209589558
female,adult,formal,olive,elegant,ASOS DESIGN longline bold shoulder blazer in ...,ASOS DESIGN,black,119.0,https://images.asos-media.com/products/asos-design-longline-bold-shoulder-blazer-in-black-pinstripe/210119873-1-blackpinstripe,https://www.asos.com/asos-design/asos-design-longline-bold-shoulder-blazer-in-black-pinstripe/prd/210119873#colourWayId-210119875
female,adult,formal,medium,elegant,Miss Selfridge Petite cinch blazer in neutral...,Miss Selfridge Petite,mixed,84.99,https://images.asos-media.com/products/miss-selfridge-petite-cinch-blazer-in-neutral-check/210020333-1-neutralcheck,https://www.asos.com/miss-selfridge-petite/miss-selfridge-petite-cinch-blazer-in-neutral-check/prd/210020333#colourWayId-210020342
female,teen,formal,medium,elegant,YAS tailored double breasted bouclé blazer wi...,YAS,red,148.0,https://images.asos-media.com/products/yas-tailored-double-breasted-boucle-blazer-with-ornate-buttons-in-cream/209629716-1-pristine,https://www.asos.com/yas/yas-tailored-double-breasted-boucle-blazer-with-ornate-buttons-in-cream/prd/209629716#colourWayId-209629718
female,teen,formal,medium,elegant,ASOS DESIGN tailored high neck double breaste...,ASOS DESIGN,red,99.99,https://images.asos-media.com/products/asos-design-tailored-high-neck-double-breasted-blazer-with-mixed-buttons-in-khaki/209035377-1-khaki,https://www.asos.com/asos-design/asos-design-tailored-high-neck-double-breasted-blazer-with-mixed-buttons-in-khaki/prd/209035377#colourWayId-209035379
